n,r,m
September_2019_tariffs,modification_type,reduced_tariffs
December_2019_tariffs,modification_type,postponed_indefinitely
China_duties,modified_due_to,US_tariffs_scheduled_for_December
China_duties,halt_on_introduction_of,retaliatory_tariffs_on_US_made_automobiles_and_auto_parts
US_China_trade_agreement,affects,global_outlook_risks
global_outlook_risks,suggests,easing_of_trade_tensions
demand_for_EU_exports,related_to,EU_exports_to_China
sectors,includes_range,exchange_rate_policy
sectors,includes_range,protection_of_intellectual_property
sectors,includes_range,technology_transfer
sectors,affected_by,pandemic
sectors,affected_by,containment_measures
sectors,affected_by,disruption
sectors,located_in,poorer_regions
sectors,indicated,selling_price_increases
sectors,benefited_from,globalization
sectors,change_in,profit_margins
sectors,benefitted_less_from,temporary_VAT_cuts
sectors,interlinkages_help_understand,economy
sectors,gained_from,pandemic
sectors,impaired_by,local_and_targeted_shutdowns
sectors,impaired_by,consumer_behaviour
sectors,impaired_by,consumer_preferences
sectors,impaired_after,businesses
sectors,experience_decline_in,trend_total_factor_productivity
sectors,vulnerable_to,climate_risk
sectors,with_high_levels_of,emissions_as_a_percentage_of_revenue
sectors,reported_growth_due_to,supply_constraints
sectors,reported_growth_due_to,catch_up_effects
sectors,produce_goods_complementary_to_oil_consumption,automobile_sector
sectors,experiencing,drop_in_employment
sectors,experiencing,cumulative_wages
sectors,faced_issue,financial_conditions
sectors,faces_difficulties_in_sourcing,inputs
sectors,is_disrupted_in,production
sectors,recovering_from,pandemic
sectors,recovery_from,pandemic
firms_expectations_of_earnings_growth,could_possibly_improve_in,United_States
firms_expectations_of_earnings_growth,could_possibly_improve_in,other_major_economies
firms_expectations_of_earnings_growth,possible_location,United_States
firms_expectations_of_earnings_growth,possible_location,other_major_economies
United_States,reflects,euro_area_foreign_demand
United_States,involved_in,Phase_1_trade_deal
United_States,impacted_by,financial_and_credit_conditions
United_States,part_of,rebound
United_States,R15,upside_risks
United_States,established,public_systems
United_States,R10,Senate
United_States,experienced_recovery_in,third_quarter_of_2020
United_States,uses_approach,rental_equivalence_approach
United_States,uses_approach_for,monetary_policy_purposes
United_States,aligned_with,euro_area
United_States,is_more_advanced_in,business_cycle
United_States,had_exceeded,2percent_headline_inflation
United_States,had_stronger_response_than,euro_area
United_States,has_difference_with,euro_area
United_States,experienced_decline_in,second_half_of_2022
United_States,had_stronger_response_to,pandemic_shock
United_States,Data_source,BEA
United_States,location_of,car_production
United_States,weakened_exports_in_period,fourth_quarter_of_2019
United_States,temporal_context,5_point_5percent
United_States,experienced_decrease_due_to,previously_accumulated_inventories
United_States,released,strategic_oil_reserves
United_States,to_receive_purchase_from,China
United_States,positive_economic_outlook_led_to_rise_in_yields,Euro_area_long_term_sovereign_bond_yields
United_States,reduction_due_to,COVID_19
United_States,capacity_dropped_by,72percent
United_States,contributing_to_stronger_demand,euro_area_foreign_demand
United_States,less_affected_due_to,net_energy_imports
United_States,policy_interest_rates_raised_to_higher_levels_than,euro_area
United_States,experienced_fall_in,Real_output
United_States,release_strategic_reserves,strategic_oil_reserves
United_States,announced_daily_supply,1_million_barrels_per_day
United_States,participated_in_offsetting,demand_in_China
United_States,supplied_part_of_release,50percent
United_States,location_for,banking_sector_developments
United_States,experienced_contained_unit_labour_cost_growth_during,1970s_supply_side_shock
United_States,saw_rise_in,inflation
United_States,surplus_of,0_point_7percent_of_GDP
United_States,represented_share_by,top_10percent
United_States,announced_embargo_on,energy_commodity_imports
United_States,income_shares_calibrated_for,excess_savings_distribution
firms,related_to,lagged_effects
firms,in,affected_industries
firms,in,labour_intensive_travel_industry
firms,supported_by,third_series_of_targeted_longer_term_refinancing_operations_TLTRO_III
firms,can_benefit_from,anchored_inflation_rate_expectations
firms,affected_by,lockdowns
firms,affected_by,bank_loans
firms,affected_by,health_crisis
firms,affected_by,containment_policies
firms,during,pandemic
firms,indicated,financing_conditions
firms,reported,financing_gaps
firms,reported,obstacles_to_obtaining_a_bank_loan
firms,experienced_change_in,net_percentage_of_firms_reporting_higher_bank_rates
firms,benefited_from,job_retention_schemes
firms,account_for,ongoing_crisis
firms,took_action_in_response_to,input_shortages
firms,took_action_in_response_to,surging_energy_costs
firms,usually_update,output_prices
firms,contributed_to,resilience
firms,contributed_to,resilience_of_activity
firms,did_not_respond_with,urgency
firms,reason_for_decline,liquidity_needs
firms,cannot_produce_and_spend,lockdowns
firms,cannot_produce_and_spend,public_health_measures
firms,continued_to_improve,external_funds
firms,try_to_stabilise_profits,inflation
firms,response_to,inelastic_demand
firms,response_to,economic_downturn
firms,benefits_from,bank_lending
firms,incurred_during,lockdowns
firms,sector,retail_sector
firms,sector,non_retail_sector
firms,hold_back_on,price_changes
firms,only_update,output_prices
firms,had,preference_for_liquidity
firms,respond_to,lower_demand
firms,incurred,income_losses
firms,increase,market_concentration
firms,could_benefit_from,policy_actions
firms,are,financially_constrained
firms,views,financing_conditions
firms,faced_with,constrained_supply
firms,faced_with,resurgent_demand
firms,has_stabilised,total_net_external_financing
firms,Lending_Moderation_Reason,higher_interest_rates
firms,Lending_Moderation_Reason,weaker_demand
firms,Lending_Moderation_Reason,tighter_credit_standards
firms,used,government_support
firms,signal,expected_selling_prices
firms,could_circumvent,host_supervision
firms,could_circumvent,EU_regulatory_requirements
firms,has_loans_reclassified_to,Stage_3
firms,has_loans_reclassified_to,Stage_2
firms,rely_on,bank_loans
firms,rely_on,retained_earnings
firms,rely_on,bank_overdrafts
firms,rely_on,leasing_Versus_factoring
firms,rely_on,subsidized_loans
firms,rely_on,trade_credit
firms,rely_on,debt_securities
firms,rely_on,equity
firms,rely_on,financing_options
firms,indicate_order_in,SAFE
firms,pass_costs_onto,consumers
firms,working_off,large_order_backlogs
firms,report_on,labour_costs
firms,report_on,input_costs
firms,report_on,SAFE
firms,report_on,bank_borrowing_costs
firms,focusing_on,productivity
firms,little_or_no_suggestion_of,significant_layoffs
firms,seek_funding_beyond,debt_financing
firms,to_reduce,order_backlogs
firms,associated_with_change_in,selling_prices
firms,Lending_Moderation_Time,January_2023
firms,exposed_to,pandemic
firms,exposed_to,containment_measures
firms,exposed_to,market_fluctuations
firms,expect,bank_loans
firms,expect,credit_lines
firms,expect,external_financing
firms,expect,trade_credit
firms,expect,market_based_finance
firms,expect,higher_selling_prices
firms,able_to_raise,profit_margins
firms,strive_to_retain,workers
firms,reported_increase_in,other_financing_costs
firms,reluctant_to_let_go,skilled_employees
firms,weaker_growth_factor,weaker_bank_borrowing
firms,postpone,investment
firms,respond_to_higher,commodity_prices
firms,confronts_increased_production_costs_due_to,Russia
firms,were_asked_to_assess,pandemic_related_support_measures
firms,background,heightened_uncertainty
firms,use_for_launching,services
firms,use_funds_from_for_paying_off_obligations,family_or_friends
firms,tend_to_use,variety_of_financing_products
firms,ready_to_resume_activity_once,lockdown_measures
firms,uses_external_financing_for,fixed_investment
firms,uses_external_financing_for,working_capital_financing
firms,indicated_measures_made_it_easier_to_meet,debt_obligations
firms,use_for_investing,fixed_assets
firms,confronted_with,production_costs
firms,rely_on_funds_from,funds
firms,encounter,difficulties_in_repaying_existing_debt
firms,contribution_reason,supply_chain_bottlenecks
firms,contribution_reason,rising_input_costs
firms,contribution_reason,precautionary_inventories
firms,contribution_reason,liquid_holdings
firms,use_as_financing_instruments,banking_products
firms,think,unable_to_meet
firms,use_funds_from_for_refinancing,family_or_friends
firms,expecting_to,grow
firms,use_for_development,new_products
firms,made_payments,significant_one_off_payments
firms,expects_tightening_of_credit_standards_in,second_quarter_of_2023
firms,used_finance_for,finance
firms,observed_as,financially_constrained
firms,requested_to_assess,liquidity_needs
firms,requested_to_assess,different_measures
firms,reduced_use_of,temporary_labour
firms,expect_deterioration_period,April_September_2022
firms,used_schemes_for,immediate_and_short_term_obligations
firms,furloughed,workers
firms,contribution,working_capital
firms,relief_on,social_security_contributions
firms,relief_on,direct_taxes
firms,adjustment_in,market_based_borrowing
firms,increased_access_to,credit
firms,received_support_for,job_retention_schemes
firms,not_driven_only_by,credit_cost
firms,reported_in_net_terms,maturity_and_size_of_loans
firms,say_about,transition_to_net_zero
firms,lending_cause,TLTRO_benchmarks
firms,common_expectation,different_countries
firms,common_expectation,firm_size_classes
firms,expect_increase_by,percentage_points
firms,relation_to_benchmarks,TLTRO_benchmarks
firms,entered,bond_market
firms,adapted_to,lockdowns
firms,worst_affected_by,pandemic
firms,expect_reduced_access,bank_loans
firms,expect_reduced_access,credit_lines
firms,meet_with_help_of,pandemic_related_measures
firms,comparison_to_previous_flows,lending_flows
firms,sector_recovery,sectors
firms,encourage,new_entrants
firms,encourage_firm_to_enter,new_markets
firms,required_to_mitigate,mitigating_climate_change
firms,to_decarbonise,decarbonise_inputs
firms,expect_increase_in,turnover
firms,reflect_on,energy_costs
firms,reflect_on,materials_costs
firms,relevance_of_moderation,financial_conditions
global_trade_momentum,is_described_as,weak
global_trade_momentum,has_signs_of,signs_of_stabilisation
bn30,has_purpose,remove_impediments_to_global_trade_activity
global_merchandise_imports,had_performance,increase_moderately
global_merchandise_imports,performed_in,October
global_PMI_new_export_orders_excluding_euro_area,behaved_in,December
global_PMI_new_export_orders_excluding_euro_area,had_behavior,recover
global_PMI_new_export_orders,for_time_period,fourth_quarter
global_PMI_new_export_orders,increased_compared_to,third_quarter
global_PMI_new_export_orders,had_growth,increase_significantly
high_frequency_trade_data,suggests_outlook_for,bn31
bn31,is_outlook_of,world_trade
bn31,describes_outlook_as,low_but_positive_growth
global_inflation,occurred_in,bn32
bn32,time_period,November
November,show_data_for,pipeline_pressures
OECD_countries,has,bn33
bn33,time_period,November
bn33,value,1_point_8percent
bn33,includes_year,2019
bn33,inflation_metric,annual_consumer_price_inflation
bn33,includes_quarter,second_quarter
annual_consumer_price_inflation,partly_driven_by,bn34
1_point_8percent,related_to,euro_area_GDP
1_point_8percent,in,2020
1_point_8percent,by_time,2022
bn34,context,food_price_inflation
bn34,countries_included,China
bn34,countries_included,India
India,hit_by,foreign_investors
India,did_not_join,oil_price_cap_mechanism
India,constant_rates,policy_rates
India,received_exports_from,Russian_oil_production
bn35,time_period,November
bn35,value,2_point_1percent
inflation_excluding_energy_and_food,from_previous_month,previous_month
inflation_excluding_energy_and_food,occurred_in,bn35
inflation_excluding_energy_and_food,increased_from_to,2_point_0percent
inflation_excluding_energy_and_food,increased_to,2_point_1percent
2_point_1percent,according_to,European_Commissions_Autumn_2021_Economic_Forecast
2_point_1percent,in_year,2024
2_point_1percent,lower_than,2_point_8percent
2_point_1percent,longer_term_expectation_for,second_quarter_of_2022
2_point_0percent,in,May_2021
2_point_0percent,according_to,Eurostat
future,will_need,further_evidence
wage_growth,in,advanced_economies
wage_growth,movement_pattern,bn94
wage_growth,moved_since,mid_2018
advanced_economies,also_has,bn36
bn36,labour_market_status,labour_markets_tightening
bn36,capacity_constraints_status,capacity_constraints_rising
economic_growth_USA_Q3_2019,growth_rate,2_point_1percent
economic_growth_USA_Q3_2019,occurred_during,bn37
2019,has_rate,global_growth_rate_for_2019
2019,time_period_of,mildly_expansionary
bn37,includes_year,2019
bn37,includes_quarter,third_quarter
second_quarter_growth_2019_US,growth_rate,2_point_0percent
second_quarter_growth_2019_US,occurred_during,bn33
economic_activity_moderation_2019_US,caused_by,weak_investment
economic_activity_moderation_2019_US,caused_by,2018_tax_reform
economic_activity_moderation_2019_US,caused_by,maturing_business_cycle
new_risk_US_economy,risks_identified_for,Boeing
Boeing,related_event,737_MAX_production_halt
737_MAX_production_halt,occurred_during,January
January,to,February
January,growth_rate,6_point_4percent
January,level_of,composite_PMI_employment_indicator
January,time_of,annual_growth_rate_of_overnight_deposits
January,has_less_growth_rate_than,February
economic_impact_Boeing_737_MAX_halt,involved,decline_in_deliveries
economic_impact_Boeing_737_MAX_halt,involved,accumulating_inventories
economic_impact_Boeing_737_MAX_halt,described_as,modest_impact
economic_impact_Boeing_737_MAX_halt,consequence_of,737_MAX_production_halt
future_economic_predictions,predicts,manufacturing_sector_weakness_persistence
factors_weighing_on_economy,includes,trade_uncertainties
factors_weighing_on_economy,includes,subdued_global_growth
factors_weighing_on_economy,includes,US_dollar_appreciation
government_of_Japan,prepared,stimulus_package
stimulus_package,supports,economic_growth
stimulus_package,aims_to_tackle,downside_risks_to_activity
stimulus_package,announced_on,early_December
stimulus_package,offsets_impact_on,VAT
stimulus_package,implemented_in,bn39
economic_growth,has_characteristic,positive_moderate_growth
economic_growth,indicated_by,incoming_data_and_survey_results
economic_growth,expected_to_return_to,bn40
Prime_Minister_Abe,announced,stimulus_package
downside_risks_to_activity,and,natural_disasters
downside_risks_to_activity,stemming_from,weak_external_environment
fiscal_spending,quantified_as,bn38
bn38,of,GDP
bn38,amounts_to,2_point_4percent
GDP,time_period,first_half_of_2021
GDP,compared_to,GDP_deflator
GDP,increased_by,0_point_6percent
GDP,decline_in,fourth_quarter
GDP,R_average_in_area,euro_area
GDP,R_figures_indicate,final_quarter_of_2020
GDP,R_increase_in,fourth_quarter
GDP,higher_than,Eurostats_flash_estimate
GDP,expectations_for_growth_in,first_quarter_of_this_year
GDP,responds_to,expenditure_switching_effect
GDP,at,2021
GDP,projected_trend_for,first_quarter_of_this_year
GDP,declined_by,0_point_3percent
GDP,declined_by,first_quarter_of_2021
GDP,response_larger_without,exports_without_import_content
GDP,response_larger_without,foreign_intermediate_inputs
GDP,grew_by_in,2020
GDP,Is_increased_by,net_exports
GDP,returned_to,pre_pandemic_level
GDP,stands_above,pre_pandemic_level
GDP,experience_loss_due_to,expenditure_components
GDP,contraction_rate_in,first_quarter_of_2020
GDP,rebound_in,2024
GDP,improves_without,distribution_sector_margins
GDP,largest_decline_since,global_financial_crisis
GDP,response_compared_to,benchmark
GDP,expected_to_improve_in,second_half_of_2021
GDP,was_below,pre_pandemic_level
GDP,has_percentage_value,8_point_9percent
GDP,has_percentage_of,8_point_9percent
GDP,rebound_to,1_point_5percent
GDP,economic_indicator_for_year,2021
GDP,growth_difference,0_point_3_percentage_points
bn39,time_period,2020_21
VAT,ends_in,April
VAT,levied_on,excise_duties
VAT,levied_on,consumer_liquid_fuel_prices
VAT,end_will_push_up,annual_consumer_price_inflation
VAT,has_rates_for,diesel
VAT,has_rates_for,petrol
VAT,has_rates_for,gasoil
VAT,increased_in_line_with,oil_prices
VAT,increased_after_period,April_2020
VAT,declined_in_period,April_2020
VAT,declined_in_period,January_2020
VAT,levied_as_percentage_of,pre_tax_consumer_price
weak_manufacturing,pushed_growth_into,last_quarter_of_2019
bn40,growth_type,early_2020
annual_headline_inflation,in_month,November
annual_headline_inflation,increased_to,0_point_5percent
0_point_5percent,time_period,2025
economic_activity,constrained_by,bank_financing
economic_activity,slowed_progressively_over,bn42
United_Kingdom,reflects,euro_area_foreign_demand
United_Kingdom,located_in,annual_consumer_price_inflation
United_Kingdom,located_in,Real_GDP
United_Kingdom,facing_by_time,bn45
United_Kingdom,ensures,tariff_free_goods_trade
United_Kingdom,subject_to,additional_health_safety_and_security_checks
United_Kingdom,established,public_systems
United_Kingdom,announced_agreement_on,24_December_2020
United_Kingdom,R14,trade_relations
United_Kingdom,uses_approach,rental_equivalence_approach
United_Kingdom,aligned_with,euro_area
United_Kingdom,uses_approach_as_alternative_measure,payments_approach
United_Kingdom,avoided,technical_recession
United_Kingdom,weakened_exports_in_period,fourth_quarter_of_2019
United_Kingdom,experienced_decrease_due_to,previously_accumulated_inventories
United_Kingdom,left,EUs_Single_Market
United_Kingdom,left,EU_Customs_Union
United_Kingdom,has_weakening_growth_momentum,growth_momentum
United_Kingdom,reduction_in_number_of_products_exported_to,products
United_Kingdom,economy_affected_by,inflation
United_Kingdom,contributing_to_stronger_demand,euro_area_foreign_demand
United_Kingdom,less_affected_due_to,net_energy_imports
United_Kingdom,delayed_introduction_of,full_customs_requirements
United_Kingdom,planned_to_conclude,Memorandum_of_Understanding_on_regulatory_cooperation
United_Kingdom,delayed_introduction_until,January_2022
United_Kingdom,expects_revision_of,inflation_projections
United_Kingdom,surplus_of,1_point_3percent_of_GDP
United_Kingdom,announced_embargo_on,energy_commodity_imports
United_Kingdom,partial_recovery_in_trade_from,Brexit
United_Kingdom,has_forecast_of_avoiding,recession
United_Kingdom,has_economic_activity,economic_activity
bn42,time_period,Q4_2019
bn42,in_location,United_Kingdom
confidence_indicators,status_compared_to,bn43
bn43,reference,historical_averages
December_election,happened_in,United_Kingdom
December_election,affected,political_situation
December_election,resulted_in_majority_for,Prime_Minister_Johnson
large_majority,removes_risk,short_term_risk
no_deal_Brexit,associated_with,confidence_indicators
no_deal_Brexit,associated_with,short_term_risk
Withdrawal_Agreement,became,law
Withdrawal_Agreement,after_event,December_election
bn45,time_period,end_of_2020
bn45,deadline_for,tight_deadline
tight_deadline,to_reach,agreement
agreement,concerns,future_relationship
future_relationship,with,European_Union
policy_uncertainty,remains_high_despite,bn47
bn47,event_passed,Withdrawal_Agreement
preliminary_trade_agreement,supports_growth_via,bn48
preliminary_trade_agreement,impacts,Chinese_economic_activity
preliminary_trade_agreement,impacts,trade
preliminary_trade_agreement,establishes_trade_terms_between,China
preliminary_trade_agreement,establishes_trade_terms_between,United_States
trade,have,procyclical_response
trade,associated_with,Asia
trade,associated_with,Middle_East
trade,across,region
trade,has_higher_openness,smaller_countries
trade,reverts_back_to_level_of,mid_1990s
trade,remained_weak_during,early_2023_economic_recovery
trade,show_response_to,economic_activity
Chinas_economy,is_showing,stabilisation
annual_headline_CPI_inflation,occurred_in,December
annual_headline_CPI_inflation,stabilisation_percentage,4_point_5percent
4_point_5percent,time_period,February
4_point_5percent,recorded_in,February
elevated_December_reading,caused_by,high_food_price_inflation
high_food_price_inflation,resulted_from,African_swine_fever_outbreak
high_food_price_inflation,impacts,pork_prices
pork_prices,price_rise_in,bn49
pork_prices,previous_increase,bn50
CPI_inflation_excluding_energy_and_food,rate,1_point_4percent
CPI_inflation_excluding_energy_and_food,occurred_in,December
1_point_4percent,in,previous_quarter
1_point_4percent,time_context,January
1_point_4percent,is_inflation_rate_for,euro_area
1_point_4percent,is_for_year,2023
bn48,reduction_aspect,trade_related_uncertainty_reduction
bn48,improvement_aspect,net_trade_improvement
bn49,time_period,year_on_year
bn49,rise_percentage,97percent_increase
bn49,yield_percentage,0_point_63percent
bn49,location,United_Kingdom
bn50,time_period,November
bn50,rise_percentage,110percent_increase
bn50,yield_percentage,1_point_77percent
bn50,location,United_States
long_term_sovereign_yields,observed_in,euro_area
long_term_sovereign_yields,status_during,review_period
euro_area,includes,member_countries
euro_area,is_destination_of_percentage,55percent
euro_area,benefits_from_creation_of,capital_markets_union
review_period,changed_over,bn52
review_period,shift_direction,bn60
bn52,start_date,12_December_2019
bn52,end_date,22_January_2020
GDP_weighted_euro_area_ten_year_sovereign_bond_yield,decreased_by,1_basis_point
contributory_factor_to_volatility,caused_by,easing_trade_tensions
contributory_factor_to_volatility,was_during,review_period
contributory_factor_to_volatility,accompanied_by,increasing_geopolitical_tensions
easing_trade_tensions,followed_by,phase_1_US_China_trade_deal
increasing_geopolitical_tensions,between,United_States
increasing_geopolitical_tensions,and,Iran
Iran,cushion_impact,foreign_demand
ten_year_sovereign_bond_yields,yield_at_end_of,bn49
ten_year_sovereign_bond_yields,yield_at_end_of,bn50
ten_year_sovereign_bond_yields,observed_in,United_States
ten_year_sovereign_bond_yields,observed_in,United_Kingdom
ten_year_sovereign_bond_yields,status_during,review_period
Euro_area_sovereign_bond_spreads,remained_stable_relative_to,risk_free_overnight_index_swap_rate
Euro_area_sovereign_bond_spreads,except_in,Spain
Euro_area_sovereign_bond_spreads,change_relative_to,risk_free_rates
Euro_area_sovereign_bond_spreads,remain_unchanged,risk_free_rates
Spain,exhibits,financial_wealth
Spain,exhibits,Marginal_Propensity_to_Consume
Spain,has,median_outcome
Spain,has,long_term_financial_wealth_effect
Spain,increased_by,2_February
Spain,announced,fiscal_measures
Spain,implemented_first_emergency_packages_at,mid_March
Spain,sovereign_bond_spreads_widened_by,3_basis_points
Spain,receive_in_grants,Euro69_point_5_billion
Spain,will_absorb,17percent
Spain,allocated_RRF_funding_in,euro_area
Spain,disbursed_to,Euro10_billion
Spain,growth_in,first_quarter_of_2023
Spain,increased_until,4_February_2022
Spain,Affected_by,economic_crisis
Spain,extension_year,2023
Spain,largest_exporter,travel_exports
Spain,experienced_stronger_declines_in,largest_euro_area_economies
Spain,Pattern_found,Economic_and_Monetary_Union
Spain,benefits_paid_directly_to,employees
Spain,Observed_trend_among,ECB_sceptic_growth
Spain,shows_small_difference_in_trust_levels_in,ECB
Spain,data_released_on,1_June_2020
Spain,has_respondents,respondents
Spain,capacity_decreased_due_to,COVID_19
Spain,forecast_to_have_largest_deficit,2020
Spain,capacity_decreased_by,more_than_90percent
Spain,reported_strongest_declines_in_expected_availability_of,External_financing
Spain,similar_views,income_distribution
Spain,increased_minimum_wage_by,22percent
Spain,key_driver_of_increase,euro_area
Spain,used_government_support,only_one_third
Spain,used_government_support,around_21percent
Spain,used_fiscal_support_fraction,lower_fraction
Spain,benefited_from_support,14percent
Spain,electricity_production_from,electricity_produced_from_renewable_sources
Spain,had_falls_in_excess_of,40percent
spread,time,April_2023
spread,between,very_small_loans
spread,between,large_loans
spread,between,bank_lending_rates_on_very_small_loans
spread,between,small_loans
spread,and,rates_on_large_loans
spread,described_as,contained
spread,narrowed_in,Spain
spread,state_in,March
spread,spread_between,very_small_loans_and_large_loans
spread,remained_below,pre_pandemic_levels
spread,status_of_spread,January_2022
spread,stabilised_at,pre_pandemic_levels
Spanish_ten_year_sovereign_bonds,decreased_by,4_basis_points
Spanish_ten_year_sovereign_bonds,decreased_to,48_basis_points
Spanish_ten_year_sovereign_bonds,had_an_increase_in_spread,review_period
coalition_government,occurred_after,eight_month_standstill
eight_month_standstill,in,Spain
GDP_weighted_spread,for,euro_area
GDP_weighted_spread,decreased_by,1_basis_point
GDP_weighted_spread,decreased_to,25_basis_points
euro_area,implies,consumption_impulse
euro_area,decline_compared_to,2020
euro_area,experienced,economic_growth
euro_area,inflation_rate,January_2022
euro_area,inflation_rate_compare,December_2021
euro_area,expected_growth_in,second_quarter_of_2022
euro_area,attributes_FDI_income_to,immediate_counterparts
euro_area,forecasted_growth_for,2025
euro_area,broadly_unchanged,unemployment_rate
euro_area,inflation_surge_since,December_2021_Eurosystem_staff_projections
euro_area,good_surplus,Euro23_billion
euro_area,had_decline_in,manufacturing_activity
euro_area,FDI_income_paid_to,United_States
euro_area,Data_source,ECB
euro_area,smaller_surplus_according_to,BEA
euro_area,record,employment
euro_area,primary_income_deficit,Euro55_billion
euro_area,experienced_collapse_in_PMIs_in,March
euro_area,surplus_according_to,US_Bureau_of_Economic_Analysis
euro_area,predicted_growth_rate_for,2023
euro_area,service_deficit,Euro17_billion
euro_area,experienced_collapse_in,manufacturing_and_services_output_PMIs
euro_area,surplus_in_year,2018
euro_area,expected_growth_rebound_in,2024
euro_area,stock_prices_vs,global_peers
euro_area,surplus_amount_in,Euro40_billion
euro_area,smaller_surplus_amount_in,Euro90_billion
euro_area,FDI_income_consistency_in,United_States
euro_area,measure_size,size_of_measures
euro_area,had_declining_contribution_of,industry_sector
euro_area,ran_current_account_deficit_with,China
euro_area,average_percentage_of,electricity_produced_from_renewable_sources
euro_area,current_account_deficit_with,offshore_centres
euro_area,production_declined_by,18_point_2percent
euro_area,exhibit_correlation,terms_of_trade
euro_area,expected_recovery,economic_recovery
euro_area,experiences_deterioration_in,terms_of_trade
euro_area,is_the_main_subject_of,energy_price_fluctuations
euro_area,declined_over_period,four_consecutive_months
euro_area,inflation_rate_increased_to,1_point_6percent
euro_area,normalisation_sign,April_2021
euro_area,production_level_compared_to,November_2020
euro_area,inflation_expected_to_decline,start_of_next_year
euro_area,bilateral_surplus_percentage_with_UK_in,1_point_3percent_of_GDP
euro_area,decline_continued_until,March_2021
euro_area,had_quarter_on_quarter_GDP_fall_in,fourth_quarter_of_the_previous_year
euro_area,monetary_expansion_associated_with,coronavirus_COVID_19_crisis
euro_area,has_form_of,final_consumption
euro_area,records_deficit_in,other_business_services
euro_area,recorded_decline_in,largest_bilateral_surpluses_decline
euro_area,has_fiscal_outlook,fiscal_outlook
euro_area,is_evaluated_in_article,economic_inequalities
euro_area,has_estimated_negative_income_effect,negative_income_effect
euro_area,financial_conditions_comparison,pre_pandemic_period
euro_area,net_importer_of,other_services
euro_area,bilateral_surplus_percentage_with_Switzerland_in,0_point_5percent_of_GDP
euro_area,set_for_rebound,second_quarter
euro_area,has_direct_dependence_on,region_involved_in_the_war
euro_area,production_decline_end,March_2021
euro_area,expansion_reason,coronavirus_COVID_19_crisis
euro_area,production_decline_duration,four_consecutive_months
euro_area,external_surplus_contributed_by,other_countries
euro_area,economy_after,the_first_strict_lockdowns
euro_area,recorded_decline_in_surplus,2020
euro_area,production_decline_percentage,18_point_2percent
euro_area,income_calibrated_among,income_distribution
euro_area,limited_dependence_except_for,specific_commodities
euro_area,experienced_growth_in,first_quarter_of_2022
euro_area,saving_nature,illiquid_assets
euro_area,experienced_decline_of,house_prices
euro_area,R_facing_economic_challenges,2021
euro_area,electricity_from,nuclear_power
euro_area,expected_to_regain,momentum
euro_area,related_to,convergence
euro_area,related_to,macroeconomic_stabilisation
euro_area,had_surplus_with,United_States
euro_area,had_surplus_with,United_Kingdom
euro_area,had_surplus_with,Switzerland
euro_area,account_for,intra_euro_area_flows
euro_area,account_for,extra_euro_area_flows
euro_area,supported_by,policy_measures
euro_area,has_limited,private_risk_sharing
euro_area,has_limited,public_risk_sharing
euro_area,has_positive_demographic_outlook,improved_demographic_outlook
euro_area,adverse_effects_due_to,high_inflation
euro_area,adverse_effects_due_to,slow_foreign_demand
euro_area,adverse_effects_due_to,elevated_uncertainty
euro_area,level_of_guarantees,GDP
euro_area,has_technical_discussions,fiscal_capacity
euro_area,remove_impediments_within,financial_stability
euro_area,remove_impediments_within,interests_of_financial_integration
euro_area,location_of,services_sector
euro_area,location_of,manufacturing_and_services_activity
euro_area,location_of,automotive_production
euro_area,bilateral_surplus_percentage_with_US_in,0_point_7percent_of_GDP
euro_area,had_largest_bilateral_surpluses_with,United_States
euro_area,had_largest_bilateral_surpluses_with,United_Kingdom
euro_area,had_largest_bilateral_surpluses_with,Switzerland
euro_area,set_for_economic_rebound_in,second_quarter
euro_area,affected_by,sovereign_debt_crisis
euro_area,affected_by,global_financial_crisis_of_2008
euro_area,affected_by,energy_supplies
euro_area,ran_deficit_with,China
euro_area,ran_deficit_with,offshore_centres
euro_area,observes_ERPT,ERPT
euro_area,contraction_in,housing_investment
euro_area,contraction_in,building_permits
euro_area,increase_in_price_pressure_due_to,temporary_supply_constraints
euro_area,increase_in_price_pressure_due_to,recovery_in_domestic_demand
euro_area,in_line_with,United_States
euro_area,in_line_with,United_Kingdom
euro_area,reached_position,net_external_asset_position
euro_area,decline_happened_in,March_2020
euro_area,compared_with,United_States
euro_area,R_had_investment_ratio,2_point_7percent
euro_area,normalisation_time,December_2021
euro_area,normalisation_time,April_2021
euro_area,price_pressures_remained_subdued_due_to,low_wage_pressures
euro_area,price_pressures_remained_subdued_due_to,significant_economic_slack
euro_area,price_pressures_remained_subdued_due_to,appreciation_of_the_euro_exchange_rate
euro_area,key_trading_partners_include,United_States
euro_area,key_trading_partners_include,United_Kingdom
euro_area,depends_on,inter_sectoral_linkages
euro_area,compared_to,United_States
euro_area,had_inflation_rate_of,1_point_3percent
euro_area,had_inflation_rate_of,2_point_0percent
euro_area,represented_share_by,top_10percent
euro_area,beneficiary_of,investment
euro_area,beneficiary_of,reforms
euro_area,experience,inflationary_shock
euro_area,experience,after_tax_income_inequality
euro_area,experienced_renewed_contraction_in,first_quarter_of_2021
euro_area,requires_a,robust_and_reliable_near_risk_free_rate
euro_area,is_likely_driven_by,regional_differences_in_compensation_of_employees
